-3.9111694 3.1904183 1
-4.7114477 2.8072351 0
2.3003842 5.6474362 1
-0.29475509 0.53259492 0
-1.3773077 4.5486944 1
2.3554527 6.877252 1
3.745856 5.0270389 0
1.3030254 -0.087336136 0
4.1970271 0.31422412 0
0.33733009 -0.49185086 0
3.4622859 8.9036278 0
3.3682113 7.1926614 0
1.2962974 -0.33159507 0
0.45710389 0.40930303 0
1.1527129 1.2589606 0
4.3243934 0.16084642 0
3.5291502 6.1007359 1
2.7894229 6.484297 1
0.58539276 -0.35057302 0
2.6975635 -0.19947076 0
3.0478872 6.0873465 1
-3.5735121 2.2899396 1
3.3284822 6.048362 1
2.2326172 3.2570996 0
3.137726 5.639022 1
1.6152286 0.11461034 0
0.55908298 1.1982419 0
3.7547638 5.6373275 1
3.0130847 0.27469755 0
0.6127249 3.6728694 0
1.2845679 -0.40396407 0
-0.0031846438 2.6192221 0
-2.7183578 5.7085164 1
-0.22421317 0.087436969 0
2.4339511 5.3190967 1
3.3307921 5.7356216 1
0.66581936 -0.17195438 0
-2.8966799 4.7988317 1
0.63593788 -0.36429018 0
0.54428477 -2.1068429 0
0.086001671 2.7026663 0
2.6252916 5.549781 1
-0.47687105 1.2285848 0
-2.9986572 2.4882103 1
-1.5983155 1.538507 1
2.5879429 6.1765254 1
0.63645433 1.3567702 0
-3.3547061 1.4182523 1
2.6069606 6.3326012 1
0.27688492 1.4581071 0
0.53199385 6.7121493 0
2.2170891 5.5684053 1
-0.19874277 1.6810567 0
2.9959751 6.1812103 1
3.2834758 5.4250762 1
3.2587563 6.7117595 0
3.3036799 2.8663536 0
0.80578387 3.0349238 0
3.1717005 7.1457037 1
-1.3622236 2.1721328 1
0.56363695 10.155818 0
2.3612793 7.3038633 1
2.7544986 5.2730445 1
0.97331457 1.4965462 0
-0.038631665 -0.57450643 0
0.19427423 6.4719303 0
-2.0370213 3.7733358 0
2.5056628 7.0039438 1
2.5343274 5.8426326 1
-0.7577361 4.993806 0
-1.9408107 -2.5696529 0
2.8515753 5.4920486 1
0.39900591 0.85360207 0
-2.0364167 4.7588064 1
2.3879778 6.8627563 1
0.89646187 3.0966649 0
2.180004 -0.26882937 0
3.8340179 5.9496895 1
2.8233744 6.0783503 1
1.1401313 2.4035687 0
