32 1 1 0 0 1 0 1 10 3 8 999 0 1 -3.4 92.649 -30.1 0.716 5017.5
47 10 1 3 2 0 0 0 10 2 1 999 0 1 -0.1 93.2 -42 4.12 5195.8
32 0 2 6 0 0 0 0 4 1 5 999 0 1 -1.8 92.893 -46.2 1.291 5099.1
33 0 1 3 0 0 0 0 6 4 2 999 0 1 1.4 93.918 -42.7 4.963 5228.1
29 1 1 3 0 0 0 1 5 3 13 999 0 1 1.4 94.465 -41.8 4.866 5228.1
33 9 1 5 0 0 0 0 7 3 5 999 0 1 1.4 93.444 -36.1 4.964 5228.1
28 9 2 5 0 0 0 0 4 2 1 999 0 1 -1.8 92.893 -46.2 1.334 5099.1
47 0 0 3 0 1 0 1 5 0 1 999 0 1 -1.7 94.055 -39.8 0.711 4991.6
36 3 0 2 2 1 0 0 10 2 1 999 0 1 -0.1 93.2 -42 4.12 5195.8
41 4 1 3 0 0 0 1 4 3 1 999 0 1 1.1 93.994 -36.4 4.86 5191
39 1 2 6 0 1 0 0 4 2 3 999 1 0 -1.8 92.893 -46.2 1.281 5099.1
36 1 1 2 0 0 0 0 4 1 3 999 1 0 -1.8 92.893 -46.2 1.344 5099.1
28 7 2 3 0 0 0 1 5 1 3 999 0 1 1.4 94.465 -41.8 4.961 5228.1
41 7 1 6 0 1 0 1 4 1 2 999 0 1 1.1 93.994 -36.4 4.857 5191
35 0 1 3 2 0 0 1 4 4 3 999 0 1 1.1 93.994 -36.4 4.857 5191
29 1 1 2 0 0 0 0 6 3 1 999 0 1 1.4 93.918 -42.7 4.963 5228.1
56 9 2 5 0 1 0 0 10 1 6 999 0 1 -0.1 93.2 -42 4.153 5195.8
25 9 2 6 0 1 1 1 5 0 6 999 0 1 1.4 94.465 -41.8 4.96 5228.1
45 7 2 7 0 1 0 0 3 4 4 999 0 1 -1.8 93.075 -47.1 1.405 5099.1
52 6 0 6 0 1 0 1 4 4 3 999 0 1 -1.8 92.893 -46.2 1.25 5099.1
56 1 1 1 0 1 1 0 3 0 1 999 0 1 -1.8 93.075 -47.1 1.405 5099.1
27 8 1 3 0 1 0 1 4 2 1 999 0 1 -1.8 93.876 -40 0.672 5008.7
27 10 2 6 0 1 0 0 2 0 1 999 0 1 -1.8 92.843 -50 1.56 5099.1
54 1 1 2 0 1 0 1 4 2 2 999 0 1 1.1 93.994 -36.4 4.856 5191
43 0 1 6 2 2 2 1 5 1 2 999 0 1 1.4 94.465 -41.8 4.961 5228.1
31 1 2 2 0 0 0 0 3 0 5 999 0 1 -1.8 93.075 -47.1 1.405 5099.1
25 0 2 6 0 0 1 0 10 0 1 7 2 2 -3.4 92.649 -30.1 0.714 5017.5
46 1 1 2 2 0 0 1 4 2 1 999 0 1 1.1 93.994 -36.4 4.857 5191
36 1 1 1 0 1 0 0 10 2 1 999 0 1 -0.1 93.2 -42 4.12 5195.8
30 0 1 6 0 0 1 0 7 1 4 999 0 1 1.4 93.444 -36.1 4.968 5228.1
36 7 1 3 0 1 1 0 7 3 2 999 1 0 -2.9 92.201 -31.4 0.873 5076.2
23 1 1 2 0 1 0 0 4 2 4 999 0 1 -1.8 92.893 -46.2 1.281 5099.1
52 2 1 6 2 1 1 1 10 2 3 999 0 1 -0.1 93.2 -42 4.12 5195.8
33 0 2 6 0 0 0 0 7 2 1 999 0 1 1.4 93.444 -36.1 4.964 5228.1
56 6 1 6 0 0 0 1 5 4 3 999 0 1 1.4 94.465 -41.8 4.959 5228.1
38 9 1 3 0 0 0 1 5 0 4 999 0 1 1.4 94.465 -41.8 4.961 5228.1
34 7 0 3 0 1 1 0 3 2 1 999 1 0 -1.8 93.075 -47.1 1.445 5099.1
37 1 1 2 2 0 1 1 6 3 7 999 0 1 1.4 93.918 -42.7 4.968 5228.1
44 1 1 3 0 0 0 1 4 0 5 999 0 1 1.1 93.994 -36.4 4.857 5191
56 0 1 2 0 1 0 0 9 1 2 999 1 0 -3.4 92.431 -26.9 0.742 5017.5
54 6 1 2 0 1 0 0 3 3 1 999 0 1 -1.8 93.075 -47.1 1.435 5099.1
36 7 2 3 0 0 0 0 6 4 2 999 0 1 1.4 93.918 -42.7 4.963 5228.1
40 7 1 3 0 0 0 0 3 4 6 999 1 0 -1.8 93.075 -47.1 1.405 5099.1
40 2 1 3 0 0 0 1 5 0 1 999 0 1 1.4 94.465 -41.8 4.96 5228.1
54 6 1 5 2 1 0 0 7 2 1 999 0 1 1.4 93.444 -36.1 4.964 5228.1
47 7 1 3 2 0 0 1 5 4 6 999 0 1 1.4 94.465 -41.8 4.959 5228.1
48 6 1 6 0 1 0 0 10 1 2 999 1 0 -0.1 93.2 -42 4.153 5195.8
26 1 2 5 2 2 2 0 6 1 2 999 0 1 1.4 93.918 -42.7 4.962 5228.1
43 1 1 1 2 0 0 1 4 3 1 999 0 1 1.1 93.994 -36.4 4.855 5191
32 9 2 6 0 1 0 1 5 1 2 999 0 1 1.4 94.465 -41.8 4.961 5228.1
31 0 2 6 0 1 1 0 8 1 1 999 0 1 -1.1 94.199 -37.5 0.877 4963.6
30 9 2 5 0 0 0 1 4 1 3 999 0 1 1.1 93.994 -36.4 4.857 5191
43 0 1 3 2 1 0 0 5 0 1 999 0 1 -2.9 92.963 -40.8 1.266 5076.2
36 0 2 7 0 1 0 0 4 0 6 999 0 1 -1.8 92.893 -46.2 1.244 5099.1
34 9 1 5 0 1 0 0 4 3 1 999 1 0 -1.8 92.893 -46.2 1.266 5099.1
30 0 2 5 0 2 2 0 5 3 1 7 1 2 -2.9 92.963 -40.8 1.26 5076.2
39 4 2 2 2 1 0 1 4 1 3 999 0 1 1.1 93.994 -36.4 4.856 5191
30 9 2 6 2 1 0 0 4 3 1 999 0 1 -1.8 92.893 -46.2 1.327 5099.1
28 0 1 3 0 2 2 1 4 0 4 999 0 1 1.1 93.994 -36.4 4.857 5191
28 9 1 2 0 1 0 0 6 4 2 999 0 1 1.4 93.918 -42.7 4.957 5228.1
37 3 1 1 2 1 1 0 4 2 2 999 0 1 -1.8 92.893 -46.2 1.334 5099.1
40 1 1 2 2 1 0 1 4 4 3 999 0 1 1.1 93.994 -36.4 4.857 5191
81 5 0 0 0 1 0 0 9 3 1 999 1 0 -1.1 94.601 -49.5 0.987 4963.6
34 0 1 6 0 0 0 1 5 3 1 999 0 1 1.4 94.465 -41.8 4.866 5228.1
35 0 2 3 0 1 1 0 4 1 4 999 1 0 -1.8 92.893 -46.2 1.291 5099.1
31 0 2 6 0 1 0 0 7 0 1 999 0 1 1.4 93.444 -36.1 4.97 5228.1
33 0 2 6 0 0 0 0 6 0 4 999 0 1 1.4 93.918 -42.7 4.96 5228.1
41 0 0 3 0 0 0 0 6 1 3 999 0 1 1.4 93.918 -42.7 4.961 5228.1
53 2 1 2 0 1 0 0 10 1 2 999 1 0 -0.1 93.2 -42 4.153 5195.8
45 0 1 6 0 0 0 0 6 1 5 999 0 1 1.4 93.918 -42.7 4.961 5228.1
34 0 2 6 0 1 0 0 7 2 3 999 0 1 1.4 93.444 -36.1 4.965 5228.1
31 1 1 2 0 1 0 1 5 0 1 999 0 1 1.4 94.465 -41.8 4.96 5228.1
35 0 1 6 0 1 1 1 5 3 1 999 0 1 1.4 94.465 -41.8 4.866 5228.1
24 1 2 2 0 1 0 0 4 2 2 999 0 1 -1.8 92.893 -46.2 1.281 5099.1
39 7 2 3 0 0 0 0 6 2 4 999 0 1 1.4 93.918 -42.7 4.963 5228.1
53 4 1 6 2 2 2 1 4 3 2 999 0 1 1.1 93.994 -36.4 4.86 5191
35 1 1 5 0 1 0 0 6 0 5 999 0 1 1.4 93.918 -42.7 4.96 5228.1
41 7 2 3 2 0 1 1 6 3 1 999 0 1 1.4 93.918 -42.7 4.966 5228.1
34 0 1 6 0 0 0 0 6 1 2 999 0 1 1.4 93.918 -42.7 4.962 5228.1
50 2 1 2 0 0 0 1 5 4 1 999 0 1 -2.9 92.963 -40.8 1.268 5076.2
46 1 1 2 0 0 1 1 4 1 3 999 0 1 1.1 93.994 -36.4 4.857 5191
57 5 1 0 0 1 0 0 7 3 1 999 0 1 1.4 93.444 -36.1 4.964 5228.1
36 1 1 1 2 2 2 1 4 0 1 999 0 1 1.1 93.994 -36.4 4.858 5191
33 4 1 3 0 1 1 1 5 2 1 999 0 1 1.4 94.465 -41.8 4.959 5228.1
29 4 2 3 0 1 0 0 3 3 2 999 1 0 -1.8 93.075 -47.1 1.365 5099.1
29 0 2 6 0 0 1 0 10 2 1 3 1 2 -3.4 92.649 -30.1 0.715 5017.5
48 9 1 3 0 0 0 0 7 2 3 999 0 1 1.4 93.444 -36.1 4.965 5228.1
60 1 1 2 0 1 0 0 4 0 1 999 1 0 -1.8 92.893 -46.2 1.354 5099.1
30 0 0 3 0 1 0 1 4 3 1 999 0 1 1.1 93.994 -36.4 4.855 5191
44 4 1 6 0 1 0 0 4 1 2 999 0 1 -1.8 92.893 -46.2 1.344 5099.1
24 6 2 6 0 1 0 1 5 2 1 999 0 1 1.4 94.465 -41.8 4.959 5228.1
68 5 1 5 0 0 1 0 4 3 1 999 1 0 -1.8 93.876 -40 0.692 5008.7
36 2 0 3 0 1 0 0 10 4 3 999 0 1 -0.1 93.2 -42 4.021 5195.8
54 9 1 6 2 0 0 1 5 1 2 999 0 1 1.4 94.465 -41.8 4.864 5228.1
41 0 1 6 0 1 1 1 5 2 3 999 0 1 1.4 94.465 -41.8 4.962 5228.1
31 0 2 6 0 0 1 0 7 4 2 999 0 1 1.4 93.444 -36.1 4.964 5228.1
43 4 1 5 0 0 0 1 4 0 1 999 0 1 1.1 93.994 -36.4 4.857 5191
31 0 1 3 2 1 0 1 4 1 13 999 0 1 1.1 93.994 -36.4 4.856 5191
32 1 1 2 0 1 0 1 5 2 1 999 0 1 1.4 94.465 -41.8 4.959 5228.1
46 4 1 6 2 1 0 1 4 3 3 999 0 1 1.1 93.994 -36.4 4.86 5191
27 7 2 5 0 1 0 0 5 1 1 999 0 1 -2.9 92.963 -40.8 1.262 5076.2
40 10 1 2 2 1 0 0 6 0 2 999 0 1 1.4 93.918 -42.7 4.962 5228.1
52 2 1 7 0 1 0 0 10 2 1 999 0 1 -0.1 93.2 -42 4.12 5195.8
42 7 1 6 0 1 0 0 3 0 1 999 0 1 -1.8 93.075 -47.1 1.405 5099.1
31 9 2 6 0 1 0 1 4 0 2 999 0 1 -1.8 92.893 -46.2 1.299 5099.1
50 0 1 3 2 1 0 1 5 1 5 999 0 1 1.4 94.465 -41.8 4.961 5228.1
32 7 2 3 0 0 0 0 4 2 2 999 1 0 -1.8 92.893 -46.2 1.281 5099.1
37 0 1 6 2 1 0 0 6 2 1 999 0 1 1.4 93.918 -42.7 4.963 5228.1
50 4 1 6 0 1 0 0 7 3 2 999 0 1 1.4 93.444 -36.1 4.962 5228.1
25 8 1 6 0 1 1 1 3 3 7 999 0 1 -1.8 93.075 -47.1 1.41 5099.1
34 7 1 3 2 1 1 1 4 1 9 999 0 1 1.1 93.994 -36.4 4.856 5191
